Bodemtype,GVG,Starting_heads,GHG,GLG,Landgebruik,Base_impermeable_2,KD_l1,AHN,soil_rootzone_thickness,base_impermeable_layer_1,GHG_ERROR,U_matrix,X,Y,XY,Total features
244.24152820012665,0.5578904187145235,-1.4887711614074703,0.34111699966812115,1.1749986767148974,1.0697677085065838,,1.033502103210452,-63.63905314379872,31.910282721414568,,0.034539543907642356,0.12575752651861455,10,1,70,2.0
233.9506337643051,0.5358171013545987,-1.7776297940673818,0.3139177242488862,1.1734336269779204,1.1895240239739415,,1.0025854014282203,-101.09769136914088,29.087877048692704,,0.012835836538076406,0.11824886933314449,11,1,71,6.0
226.521142054657,0.6453234405088422,-2.3245552635192865,0.40152714676666257,1.3705167577114106,1.4329755894227025,,1.0000870820922785,-157.58142577416993,26.644370652933123,,0.002731716052293831,0.170150777756631,12,1,72,1.0
222.9026641926422,1.409006694642067,-2.5921577008056627,1.1258797288990021,2.2914951025295256,3.1205125497493746,,0.999930937133783,-126.35273171606445,25.15924425725937,,-0.03574384141683573,0.4601751278926722,13,1,73,1.0
211.29939520028688,4.033985476363182,-0.561086670471191,3.7796605260162353,4.801294341373444,10.181123256400586,,0.999930937133783,352.609428826416,22.020313243370058,,-0.3183481014418602,0.5200920984379238,14,1,74,
203.34498696434784,5.5417829437484745,0.8297810051269519,5.338608133186341,6.10447165970993,13.768652575027467,,0.999930937133783,635.8312436179199,20.234598196344376,,-0.6391061992144584,0.28430768663994677,15,1,75,3.0
201.50528189813232,6.23730909554863,1.1098640353393545,6.05187763412857,6.72902707020855,14.245510717011928,,0.999930937133783,691.1750815178223,20.01503597354889,,-1.062270159125328,0.20793651854683315,16,1,76,2.0
200.83794035178374,7.011595698436738,1.1881913340454098,6.8321444567947385,7.479414993696213,14.224474830180645,,1.0000870820922785,741.4005606005859,20.01106672308922,,-1.7894097605645658,0.24588568326758323,17,1,77,4.0
201.08832869797516,7.858276919836998,1.0475085705871585,7.685452174020767,8.299570194615363,14.067418640211105,,1.00274154638673,797.2331384399414,20.124533567056655,,-2.7360258489727975,0.2747677930077947,18,1,78,
197.12090537477874,8.438931336057664,0.7947260952148447,8.275758950183867,8.841605372195243,13.95811673695755,,1.0364688574218803,814.8888687526855,20.7676118295002,,-3.4377955523693564,0.29797056525371074,19,1,79,3.0
174.10632069004058,8.41244845298958,0.22813567630004883,8.257449162851334,8.782454034545898,14.221771224591254,,1.2691248455810609,730.0462973730469,23.503469935808184,,-3.9311934022629265,0.4399473261804824,20,1,80,
111.73423404237366,7.07231006558609,-0.5990865728149402,6.914791114740372,7.452394315707207,15.546241484450341,,1.7189784710083131,520.2919298825684,28.49630951025963,,-4.008512196882963,0.5322132725752937,21,1,81,1.0
74.96860107391356,5.317653385001183,0.07848731088256855,5.135339435813904,5.796923673043251,15.43374890305996,,1.592501054626453,410.98703049682615,28.056289745016098,,-2.520622121555805,0.3995374173789223,22,1,82,1.0
65.51269516889191,3.9863596178331377,0.49377874362182617,3.7870023478317263,4.533790257816315,14.170035649226666,,1.8121970112304666,314.19715169482424,26.21778068247795,,-1.4140971900081634,0.34185135947273293,23,1,83,1.0
62.46608164807893,2.462555172039032,0.28720177450561657,2.2615086343173982,3.016754235461235,12.94862005777359,,2.7760798400268527,202.47686376684555,23.873953208036422,,-0.8759555511474609,0.35125321632935635,24,1,84,1.0
60.80767505859376,1.0711396527662276,0.15220712142944315,0.8854670410175323,1.5638035428981782,11.161713238747597,,3.234053003295898,117.19472445385759,17.188094014587403,,-0.36701616393566133,0.3069452506537601,25,1,85,
55.5218838407898,0.7180621580791473,0.23100941891479465,0.5378432896213532,1.1889521322011949,9.63846090735531,,2.886005890808107,98.5078720737306,14.185400807828898,,-0.14740533246755594,0.3238160568014781,26,1,86,
36.13301896823883,0.6106204132738111,0.30434923043823225,0.43093920123481766,1.0793232265291213,6.73310845701313,,2.9514306284179668,88.59151750952151,19.22294667693138,,-0.08627151460885996,0.4362415476111351,27,1,87,
14.873067245391837,0.5112841129493715,0.053312375579833926,0.33881468620681776,0.951165137625694,2.903800561252594,,4.545046074829102,48.63255727685532,26.03268826630592,,-0.04186358688950542,0.39999796239022933,28,1,88,2.0
8.716660431571967,0.41709018188285807,-0.8145341441345213,0.2480267920494077,0.8433652659835817,1.3542110171866417,,7.288044560729986,-43.816774440917925,28.156565546102524,,-0.003200654197931252,0.15895331866101983,29,1,89,
10.824234413360585,0.3590011631031036,-1.4155144746704096,0.180927145282745,0.8213037214984893,1.0403174669427866,,7.336761787780759,-105.25943115844711,27.52843912185669,,0.018909622050523822,0.07418007932919582,30,1,90,3.0
16.440241910865794,0.3793539851722718,-1.4794968102417005,0.19537416225242588,0.8652445355997087,1.0032999533376685,,4.603131999389646,-107.50644283129873,26.15466064697266,,-0.010632026227712643,0.07816885852544854,31,1,91,4.0
23.251337668434147,0.5579860017862317,-1.3386596721801762,0.37793482910346965,1.0281856977739334,1.000991653004169,,2.300306151489252,-78.36979412377946,25.09352779476166,,-0.16800600079178807,0.07719632196722578,32,1,92,2.0
30.84939201140594,0.7820773273048398,-1.427056945007326,0.6114149953403474,1.2147345981492998,1.006695343124866,,1.572982934814462,-70.80326542700186,24.153292939634323,,-0.30842782079696657,0.08281928316501994,33,1,93,
39.61439922181701,0.7446469964237212,-2.0318372657775896,0.572198922716141,1.1844392578592302,1.033872579467296,,1.922435351928712,-132.50817284375012,23.370186683530807,,-0.2165043649709225,0.09419143324427723,34,1,94,2.0
46.65532284635162,0.6135962329063416,-2.3294121260375977,0.4388310201549528,1.062654504029274,1.0800244680924411,,2.997961826049803,-170.33336602368172,23.86377640798569,,-0.05637632817506788,0.09710166545567536,35,1,95,7.0
53.54724542710876,0.6076445936412811,-1.9472281082153327,0.4394257844657896,1.0305175590286253,1.14028734254837,,4.769738670104985,-130.32374372412096,25.488363761539457,,0.031523863440751976,0.1215959315701615,36,1,96,3.0
68.4231267301407,0.7857286006441115,-1.2025843968811039,0.6253312011508942,1.1773242526292802,1.253824659257889,,7.8403292789306676,-32.48635218603499,28.526631002492906,,0.03755168899297712,0.12138515023604643,37,1,97,1.0
81.89581775666046,0.9991209943361281,-0.8028491741638177,0.8361847423152924,1.4008812367448806,1.375395143488884,,9.340257750244149,31.636923894531265,30.938980274343493,,-0.07003350712418555,0.10994435278827477,38,1,98,5.0
91.10025318500519,1.093334042016983,-0.5304492492065425,0.9194709317779541,1.5388004591484072,1.3759104521260266,,8.79062749633789,66.19590382055662,32.37301376184463,,-0.2101937088942527,0.11347228277064292,39,1,99,3.0
104.7032993146286,1.0015551765623092,-0.13324339498901416,0.8147348552341462,1.4988382654628754,1.2062468481025697,,8.317820562011732,98.52873292480467,32.91145900089264,,-0.21336141076803206,0.1468769662730542,40,1,100,3.0
128.76047510177614,0.767453117333412,0.39548962121582143,0.5827447974319462,1.2563058389539719,1.0568708745331765,,9.38148001928711,130.39219287988294,31.148514917030333,,-0.047103022354841206,0.1639509597771835,41,1,101,
149.31529395208742,0.6732783028812408,0.874751514556884,0.4976935009822845,1.1256084725656508,1.0597015425262448,,12.229720207214356,169.27830934301755,28.703426789884567,,0.09350263749122623,0.12493833831312076,42,1,102,3.0
159.65696527992247,0.7329540006513597,1.0662947723083498,0.5632582721080781,1.1617366086626055,1.1175855264244081,,15.446462497192385,195.7298685051269,26.928933082504273,,0.09325869616389271,0.10376754313911647,43,1,103,5.0
166.83531947612,0.8870976342935564,1.1719820007019042,0.7187539651584625,1.3104854724187849,1.1376755042505273,,22.953912101684566,221.80146216552725,25.19702674659729,,-0.06851682843685147,0.12271533733494791,44,1,104,4.0
166.62896551660918,1.1291203440647124,1.6991237709960938,0.9502643743228913,1.5945451423501968,1.066753505930425,,39.589283689941404,295.11990338745113,24.495155826969146,,-0.25217990024805065,0.14125677501070044,45,1,105,2.0
159.87031146718599,1.2190385257234573,2.6599156768493657,1.029662212162018,1.726562430203438,1.0088695220322617,,50.470245122741694,388.40366914819333,25.737382000904084,,-0.19477590993046756,0.1286923205999363,46,1,106,8.0
153.48091363574983,1.0435416338615418,3.4513467679443366,0.8545520874843595,1.5494918230142591,1.0004198721876136,,40.830636109985356,443.4524750114746,27.523693927698133,,-0.11278334089398379,0.10307942975067066,47,1,107,4.0
151.3434562043991,0.9007978745718002,4.094245740753173,0.7146481728191374,1.3954192760162356,1.0035540781450276,,26.858629078796383,495.2589085935059,28.292355693407057,,-0.13299865262866017,0.09476117056891811,48,1,108,
153.171008112854,0.8433269596557618,5.152709270599366,0.652811870437622,1.3553879435873033,1.0167685681276328,,19.805092868652352,597.5307210456543,27.975024564552307,,-0.10028223171353334,0.10152027884133208,49,1,109,3.0
155.02369874489594,0.7790823910579681,6.702701537261963,0.5784471456375124,1.331623071878433,1.0302654190073,,15.587149104797362,747.8614641904296,27.21316722820282,,0.01906164345741268,0.10765824378987646,50,1,110,2.0
154.39348259828188,0.6936183805408476,7.878929139465332,0.48568949440765374,1.275337849410057,1.0221404841942778,,15.967986658569345,862.3428347641601,27.27745117925644,,0.07732826687455174,0.09973645816081042,51,1,111,3.0
153.3501423286133,0.6664855325851442,8.85857849685669,0.4634465882453922,1.2286566269340518,1.0175450605945588,,25.402577340820315,962.276741835205,28.133346923112867,,0.04139818412542351,0.08932665877384457,52,1,112,1.0
152.55594179303742,0.6587815370054244,9.820629149475097,0.46957969549369816,1.165602092952728,1.0372044380526546,,32.87348902502441,1060.3316822487793,28.78887012872696,,0.004662034381628044,0.07329801685211469,53,1,113,8.0
152.5629340207901,0.6301958263597487,10.762504228942872,0.4478803911209104,1.1094362919502259,1.0727183798809055,,29.13850161779785,1153.3651177966308,28.806597457847595,,0.02138792452096938,0.07869357680483509,54,1,114,6.0
152.66224030303954,0.6689452036304475,11.856794541717528,0.4839115967903136,1.159090480392456,1.0920177471952446,,18.81825673095703,1261.908596118164,28.735628453388212,,-0.029825612692833015,0.09102473377038178,55,1,115,2.0
152.93460422216796,0.7902719826526643,12.828535169433593,0.5991615714740752,1.3047029593343735,1.0857563943028445,,12.092000353820794,1363.8078933725585,28.755325485744475,,-0.11035806914687163,0.09403144217792296,56,1,116,7.0
153.78307776363374,0.8901116871547701,13.996842166992188,0.694234326795578,1.4236215979833602,1.0866246540613176,,10.775073773864747,1486.4145654396973,28.424564562101363,,-0.05253336842417722,0.11532293847248894,57,1,117,1.0
152.09894976491546,0.831920713098526,15.879191079528809,0.6309654738159183,1.3857649933013916,1.099994442537307,,11.656980499450682,1668.905290636963,28.547074134559633,,0.11175581246256838,0.11447112076112753,58,1,118,1.0
150.16410045677947,0.6999842131166458,16.9165765385437,0.49496270140457144,1.270064448890686,1.1104135596389764,,13.00497992614747,1762.831272598633,28.967814683284757,,0.18241748361349108,0.0832054424149844,59,1,119,4.0
327.6720405779114,0.7540332540655137,8.727692583221437,0.5330723845043184,1.3878957236661913,1.1089735190639498,,26.824121042968756,965.127228128418,28.53683764653206,,0.22956179665684706,0.2671968436080515,0,2,120,
330.38419253788754,0.7322275693063736,7.637427885101318,0.5035644003086088,1.3968711896276476,1.089624738592624,,11.733647674072273,852.8705183156738,27.950104834222795,,0.2681964462959766,0.17724043596714098,1,2,121,8.0
332.84770420861054,0.742805429242134,6.448755314880371,0.5023364997959137,1.4546900351314547,1.0614239439983368,,3.8664400852050704,735.8292233029784,28.767054173192978,,0.2754404431033135,0.149580745258306,2,2,122,7.0
334.46848595352174,0.7812234518642427,4.839376325836182,0.5331747095470432,1.5234202314119338,1.0699724201569563,,1.7333438071899394,581.7316064785156,30.298080623054503,,0.17150022536993026,0.16465069326132714,3,2,123,
332.05799867658993,0.8357185471477511,2.8285283685302733,0.5929773017044067,1.5567011083488465,1.0922930490698821,,1.6544906031494264,387.220560880127,30.950500053873064,,-0.010395155663490363,0.1564273584494198,4,2,124,3.0
325.90900029455565,0.8436838031234741,1.3527902860412606,0.6090871006183627,1.5320688596773147,1.0945095821118347,,1.9920760034179779,239.11745861791974,30.759110556144712,,-0.07673659055352211,0.1375400500591855,5,2,125,7.0
314.4466579877395,0.7744370537729264,0.3065104748840337,0.5371909674739834,1.473420349252701,1.1456663176374429,,2.0387633460082952,129.92580385229508,30.970614902067183,,-0.028340752439498962,0.16274475601953922,6,2,126,2.0
292.7604300943985,0.6592148469305039,-0.42894201007080035,0.413390456407547,1.3924965927724837,1.2197719350719458,,1.5893781554565578,53.28601712719728,33.27224297688484,,0.08239093326210978,0.21095440522132525,7,2,127,1.0
