key,som_key,lon,lat
B32E0306001,311,166611.0,472965.0
ROODEBRAND-PB5001,1577,232480.0,534555.0
NPD-PB4001,979,222169.0,532409.0
B45D0322002,664,149988.0,408600.0
28CG001A001,1421,220062.0,486623.0
B33G1191001,720,202650.0,461351.0
28CG002A001,1483,220288.0,485668.0
9037_PBF001,463,88616.23,402060.93
27HG800A001,1181,218151.0,487260.0
B27H0429001,1546,218199.0,481692.0
B51H0227001,2018,171660.0,381760.0
B33G1193001,1529,202398.0,460924.0
B34C1152001,914,226424.0,459090.0
DIES003001,1080,176783.0,383752.0
PEEL0023_2,1911,178761.0,392164.0
REESTDAL-PB6001,1039,222892.0,513597.0
B33H1524001,1544,217846.0,460466.0
B52B1810001,1852,190711.0,398147.0
LOP Beernink B4_1428_FT1_WATHTE_m_NAP_GW_DagGem001,2003,234408.0,454215.0
B33G1191002,721,202650.0,461351.0
B34D1396001,1380,237453.0,455688.0
17AL850301001,857,220160.0,547823.0
B41B0484001,1380,234802.97,448191.56
B21F0735001,253,219688.0,518884.0
2191_PBF1001,13,127703.0,410270.0
B22G0309002,2802,241948.0,507075.0
B41B0467001,2058,235024.0,442205.0
B12D2025001,1638,234720.0,552958.0
5225_PBF001,2564,111090.0,405052.0
B41B0480001,2520,239090.0,448224.0
B21F0788001,188,215027.0,515984.0
B32E1313001,1172,167961.0,469507.0
GROO031001,2291,182129.0,373622.0
B32E1314001,786,167690.0,468037.0
GOOR002001,1033,173584.0,386425.0
28AC411A001,1097,224255.0,488144.0
9069_PBF001,1076,111336.044,405669.734
27HG901B001,1422,219944.0,486573.0
B12D2032001,1590,232866.0,552071.0
B12D2026001,1639,234892.0,553367.0
B33F1221001,1540,216766.0,471556.0
B32E1312001,787,168295.0,469011.0
BBEE003001,2130,176254.0,389794.0
SANG008001,2139,173415.0,383260.0
MIDDENLOOP-PBC001,613,213438.0,543848.0
B46C0211001,1969,181380.0,400210.0
27HC504A001,1487,215161.0,482944.0
B32E0210001,784,166820.0,465990.0
PB18001,10,73805.2,442402.3
B49F0434001,816,92017.0,396423.0
NPD-PB7ONDIEP001,1350,222036.0,531787.0
GROO022001,2715,187076.0,376037.0
B39F2953001,894,179448.18,441079.56
B27D0133001,1064,194300.0,483190.0
OV004.203001,1890,230670.0,545919.0
B27H0035001,870,218465.39,485277.48
GROO025001,2415,184119.0,377010.0
28AR210B001,939,222298.0,489775.0
B28D1779001,1223,236728.56,476467.13
B44E0224001,462,128646.0,413153.0
B44H0389001,822,133826.0,407881.0
22AP9004001,555,225792.0,515620.0
B34G1374001,2643,249221.0,460574.0
B33G1185001,2802,203156.0,460512.0
NPD-PB24001,840,225509.0,534666.0
17DC302B001,1651,233056.0,535385.0
B52A1487001,2019,183912.0,388105.0
27HG503A001,1490,215522.0,484181.0
B38H2384001,104,137536.0,436086.0
B31D1558001,29,117540.0,461832.0
B45C1344001,97,140915.0,410222.0
B37E0377001,40,81387.7,445379.2
B22B0770001,1163,231208.0,518707.0
B31D1558003,28,117540.0,461832.0
VILT101001,1548,191679.0,410610.0
B45B0311001,225,156623.0,419754.0
PEVE010001,2954,186938.0,379455.0
HOOI003001,539,137581.0,414438.0
REESTDAL-PB11001,180,220398.0,518300.0
B31D1428001,29,118814.0,461353.0
DEUR005001,2225,187769.0,382778.0
B26H0599001,1257,174171.72,483919.82
B52A0236001,2020,182327.0,389413.0
27HL0007001,1369,216730.0,485819.0
B30H0126001,352,90290.0,451461.0
B50B0581001,1086,118107.0,388925.0
B44H0289001,2441,139078.0,404374.0
B34D1241001,1880,233077.0,450954.0
RM024.024001,503,228695.0,516452.0
B26H0809001,37,175702.0,486088.0
B16F0140001,860,213570.0,549285.0
B12D1813001,2736,230427.0,551759.0
B17C0171001,969,225247.0,534908.0
B41B0193001,1820,234755.95,448802.47
B16H1422001,206,211271.0,529265.0
B31D1555002,79,117797.0,462296.0
B51A0189001,1032,149124.0,390519.0
SANG002001,1260,171540.0,382792.0
21HP0056001,1239,215920.0,506415.0
21FL0032001,459,210643.0,520290.0
B17C0365001,120,223759.0,533075.0
B17C1759001,792,224874.0,534259.0
B31D1555003,78,117797.0,462296.0
B17D0109001,960,231870.0,532900.0
B31D1554002,59,117786.0,462427.0
B45G0304001,153,168816.0,403317.0
B41D0048001,1397,232190.0,433290.0
WIJB011001,761,159176.0,404313.0
B40F0355001,1666,217906.36,447761.54
B34D0338001,2125,233059.34,449989.22
B32E0211001,788,169280.0,462990.0
B31B1240002,78,117754.0,462695.0
B44E0143001,537,127382.0,422273.0
21HL0024001,1237,217038.0,508489.0
B41B0200001,1938,234480.0,446380.0
B16F2037001,737,216882.0,546643.0
B32H0402001,1408,170546.71,453647.45
SANG020001,1260,171540.0,382792.0
B28A0398001,992,221335.88,488547.05
B45H0075001,1852,178260.0,410008.0
B37H0992001,57,93418.0,426443.0
B41D0032001,1900,233340.0,433790.0
B34E0318001,1938,242480.0,463140.0
B41B0279001,2126,234021.23,448936.69
B38E1618001,20,127402.0,448222.0
5239_PBF001,1229,114423.0,393655.0
B28A0437001,1055,221132.7696,497416.0707
B46C0254001,1845,186866.0,401975.0
REFV017001,1370,192187.0,410913.0
27FC910A001,1118,219030.0,489649.0
B28D0458001,677,237869.15,481813.82
B17C1758001,792,224656.0,533687.0
B22C0673001,803,223176.84,505894.29
B41A0149001,2124,229870.0,442210.0
B28D0458002,677,237869.15,481813.82
B22C0551001,1176,222090.57,508220.78
B27F0054001,812,218660.58,494750.91
B45D0182001,33,159760.0,411640.0
B22C0675001,935,222597.56,506890.45
B27A0232002,1619,183375.0,489194.0
