Bodemtype,GVG,Starting_heads,GHG,GLG,Landgebruik,KD_l1,AHN,soil_rootzone_thickness,GHG_ERROR,U_matrix,X,Y,XY,Total features
334.9893062073669,0.7707110239262578,4.464609584944725,0.5720520846323969,1.3153567212800978,1.191648417798996,122.79309634004211,533.8563580211182,33.07275427728653,0.08341042589306824,0.21560700547445802,0,0,0,9.0
333.09829985562135,0.7226293677778246,3.777420424346923,0.5165050741701127,1.2971402850027083,1.1040964486751559,82.14115924768066,459.45454977600093,30.269837808208464,0.05752000202178953,0.24933288377939383,1,0,1,6.0
332.4351072608338,0.6867003581867217,2.538570846496583,0.45951262624502176,1.3454534420862196,1.0218647716789242,26.675739776504514,331.0657379448244,26.411849803075793,-0.052920420302152715,0.18762634188215016,2,0,2,
332.2084928692932,0.6366814159588814,1.3143883695144645,0.4012410301227569,1.3284564635858533,1.0016279045410155,4.676300234954837,205.6944184962158,24.695589377613068,-0.12410773203134529,0.09813740635704839,3,0,3,5.0
329.0288981441956,0.5800221707878115,0.49542003893852105,0.35579929041814795,1.2269334607162476,1.0025099158353807,3.501391469787606,123.48184457055663,24.566599440603255,-0.1266579964256287,0.07698043350157402,4,0,4,15.0
321.4766113959961,0.571457327068329,-0.13166949302101116,0.3551149461326597,1.1868359289655683,1.0243908520259861,4.301968110412602,66.53223907299798,25.41497123236656,-0.1785296755027771,0.09047655060047186,5,0,5,10.0
310.87943311355593,0.5661552809562682,-0.6199301839399336,0.341447247645855,1.2149903175392152,1.1170161501150124,3.042310802429199,23.191019821899317,27.38593389427185,-0.28469403807520866,0.09782934511891189,6,0,6,8.0
299.4682912359314,0.5374719762082103,-0.8957663067197785,0.3031879250683782,1.2246265483236312,1.2341966426391595,1.6178472875671446,-4.056906722167923,29.562523619079588,-0.317068421831131,0.12381736450696473,7,0,7,12.0
283.18976860833743,0.5242487241859437,-1.3462946978244776,0.2925262248449325,1.2011551290483475,1.219223618906021,1.278696753677366,-52.05936543542475,31.90782228899002,-0.2493501683807373,0.17809194783694018,8,0,8,1.0
257.566274554718,0.5002429456954003,-2.214303189851762,0.2826767837266919,1.1205137691440585,1.068371463208198,1.1598611585845902,-145.57492582263194,32.68018268567085,-0.16849281303048136,0.17716703343401136,9,0,9,3.0
241.01335037145995,0.43788655001449595,-2.265756325962066,0.22789726218271245,1.0278664074144364,1.0184990165796268,1.0261711141052245,-157.54401556823723,29.282792150230406,-0.18658920969128612,0.13517881487135908,10,0,10,4.0
231.18859248751832,0.44303565248870846,-2.308255433558463,0.22494242984724044,1.0654118780441286,1.0185342970314029,1.0016221819610536,-167.51627898791526,26.05199499382019,-0.21460718289971348,0.10141291851212016,11,0,11,8.0
225.3295864555359,0.6187232838149073,-2.7712745170154562,0.3727160253257753,1.3527639028835297,1.0927714236555097,1.0000585557098418,-211.42272173840342,24.36314753718376,-0.21233639953494066,0.13702202102248712,12,0,12,10.0
224.37592449554444,1.492184399564266,-2.9462861496334067,1.1962444261484146,2.4259621770420075,2.390809805346489,1.0000585557098418,-165.34439656506333,23.73384112238884,-0.24780254217982295,0.4955693692320759,13,0,13,3.0
213.87340475946047,4.593734804133415,-0.8755399014902103,4.3373399263520245,5.3693246695623404,9.364788436805725,1.0000585557098418,365.6497017709962,21.78144180785179,-0.470192584387064,0.6335898741902541,14,0,14,
202.4837421298218,6.537884229288578,0.7466887677640912,6.357939980277061,7.007672478857994,13.685705319176673,1.0000585557098418,709.9435056853027,20.224295788402557,-0.7825615440452098,0.31934141061484445,15,0,15,6.0
200.46336077276612,7.174754282590389,1.1273000352945335,7.009333408205986,7.586430911352157,14.18659600520134,1.0000585557098418,758.6298699975586,20.015033527460098,-1.2346430703556537,0.1826430468144739,16,0,16,6.0
201.52858161764527,7.982583459748269,1.317002425395012,7.819264463692665,8.385842056974411,14.126393442293168,1.0000585557098418,817.502125508789,20.024061929149624,-1.9120387091445923,0.2444187585178061,17,0,17,3.0
200.2187637550049,9.306215055548192,1.1449360412578589,9.154260271155357,9.664016097374915,13.989942767009735,1.0000585557098418,901.6388329743652,20.32879283370018,-2.55780408241868,0.27797701597317676,18,0,18,4.0
186.46854842230226,10.25332490557289,0.5289651180210111,10.114548801478861,10.558387802984239,13.86907899532032,1.000527643585201,912.3128043079835,21.927296680030825,-3.0330406120240685,0.3199666496691571,19,0,19,5.0
143.53744265444945,9.626236872441769,-0.5081290247411729,9.490049464395522,9.920988537490846,14.094563418702126,1.0011530940856943,700.5483339749755,25.821279105100633,-3.473153363245726,0.447644944441858,20,0,20,2.0
90.53140404064942,7.269853362073898,-0.8162682543525701,7.1185534770216945,7.625057550732612,14.556589159051896,1.0019349072113073,419.74351924670407,27.824452005376816,-3.3770852528643607,0.49561077712498414,21,0,21,3.0
70.92875965499879,5.046983274895668,-0.13182326101398445,4.874057718404293,5.488674385089874,13.428687227998733,1.0144439172210724,294.40483737548834,23.97039716533661,-2.540402894818783,0.4622659173647441,22,0,22,
71.76120539379883,2.5132297531852723,0.13171142232799582,2.321306431490898,3.030901236553192,10.306035609700203,1.0638545067596397,176.48972083483886,13.498553683576588,-1.2561176939606666,0.45048212860748366,23,0,23,
74.73449943475342,1.2046376151070597,0.026711539741516077,1.007013637599468,1.7451212997083665,8.405929262385369,1.1431303576965348,113.91606734204106,7.200871046314241,-0.5947293311369419,0.2950118319755497,24,0,24,8.0
61.02066561898803,0.86747973812294,0.27258656050586794,0.6721070566153526,1.3989587235193253,6.570089786023139,1.9957757524871909,115.70519999365229,10.465755633525852,-0.4014088095116615,0.39182613685355216,25,0,25,
