key,som_key,lon,lat
5243_PBF001,281,113170.0,394254.0
B26H0767001,1130,179336.51,475739.77
B33F0190001,2001,212530.0,468400.0
B29A0070001,1192,267143.75,489135.24
5229_PBF001,1639,111193.0,404979.0
B39F0745001,182,179133.95,438008.51
5319_PBF001,823,97977.0,386132.0
B41E0261001,2155,240163.0,439775.0
B40H0160001,2049,215308.84,436048.85
B33G1150001,761,201596.0,461691.0
B57B0169001,1139,154153.0,367978.0
B46A1561001,50,181889.0,418531.0
B41B0471001,179,235294.0,440757.0
B27G0103001,2783,209882.3,478644.45
16DL851001 Gelderingen001,89,198063.0,533585.0
B11H0202001,759,215150.0,551325.0
WAMB001001,280,153867.0,411400.0
B28D0250001,230,236489.45,483570.67
B33E0344001,280,200971.4,473690.12
B28H0229001,2055,255882.93,483958.78
B46D1502001,901,198371.0,403148.0
B12E0398001,919,240660.0,562760.0
22CC011A001,106,220348.0,501877.0
B41C0062001,2082,226280.0,436365.0
B34C1036001,589,221230.5965,455677.7239
B15E0238001,94,164589.0,546490.0
B32C0397001,1510,145588.37,453871.04
B45A2445001,64,143361.0,413993.0
OV001_Eemster001,171,223288.0,542010.0
B12E1526001,859,240607.0,563236.0
B46A0717001,2062,182110.0,422650.0
B32G0137001,577,162800.0,458290.0
B28D1710001,171,239640.13,476864.23
B15E0143001,94,163375.0,545750.0
B11B0099001,443,198131.86,564401.09
21DL0018001,5,191641.0,502598.0
5006_PBF2002,557,109246.0,404098.0
B15E0026001,91,165525.0,547840.0
PEVE071_2001,2631,190771.0,379035.0
PEVE074_2001,1737,189474.0,379066.0
CORK005001,1254,186455.0,390097.0
B51F0305001,1531,175950.0,399766.0
B49F0332001,404,95313.0,398829.0
16GL852001 De Auken001,211,204729.0,530982.0
B52B0052001,1433,190798.0,391574.0
B50F0110001,1065,130841.0,391037.0
B52B0450001,1433,190798.0,391571.0
B57H0069001,658,179323.0,359335.0
B57E0613001,2332,161264.0,371677.0
B52A0017001,2214,189947.0,394862.0
B57H0114002,2752,174405.0,359719.0
B50E0166001,826,126931.0,393846.0
B29A0058001,713,264283.96,490917.93
SAVE003001,280,154716.0,411166.0
B51C1768001,1132,140921.0,380913.0
B52B0123001,2748,192434.0,396100.0
B57A0063001,2399,149894.0,367245.0
B40G1055001,422,202585.0,433552.0
B40E1526002,1877,202633.0,448872.0
B51B0409002,1807,152142.0,394074.0
B27G0109001,280,205599.73,482247.48
B49F0558001,204,94131.0,399755.0
B46G0004001,1966,202770.0,401491.0
2087001,247,125394.0,411547.0
B11B1731001,94,198163.0,564050.0
B21F0770001,562,211064.0,522686.0
B21F0781001,1387,212490.0,522337.0
B32D0173001,226,159655.55,453866.79
B52B0183001,2117,199548.0,394651.0
5357_PBF2001,438,113322.0,396099.0
B11B1730001,94,198135.0,564073.0
B52D1990002,1859,192556.0,381428.0
B57H0074001,2339,170672.0,358493.0
B34C1038001,1220,221663.0,461265.0
B52B0183002,2117,199548.0,394651.0
B40E1528001,929,202726.0,448579.0
B22A1167001,1636,223715.0,516976.0
B57E0113002,2809,163359.0,371320.0
B39E0118001,1633,162951.93,447807.77
B52E0027001,1535,209218.0,392811.0
B49E0087001,1572,83603.0,393891.0
B49E0376001,523,89004.0,391104.0
B52B0236002,2393,195430.0,390095.0
B50C0191001,1151,106513.0,385329.0
B49B0413001,733,79203.0,393746.0
B23A0771001,1427,266859.0,524438.0
B52E0023001,2905,207844.0,394886.0
B52B0474001,659,198810.0,388760.0
B50F1376001,1907,130909.0,390051.0
B12D1817001,824,230780.0,554821.0
B40E1524002,1877,202304.0,448626.0
B57A0157001,1259,149508.0,366086.0
B23A0768001,1427,266485.0,524446.0
